"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3","H2O2_0h_1","H2O2_0h_2","H2O2_0h_3","H2O2_1min_1","H2O2_1min_2","H2O2_1min_3","H2O2_20min_1","H2O2_20min_2","H2O2_20min_3","H2O2_4h_1","H2O2_4h_2","H2O2_4h_3","H2O2_24h_1","H2O2_24h_2","H2O2_24h_3","H2O2_72h_1","H2O2_72h_2","H2O2_72h_3"
"Pos",14267,"[M+H]+",4.503,"LPE P-17:0","EtherLPE",288590,520074,341908,725180,644497,818809,1014991,1134269,971783,23387,104490,91306,67916,56876,57074,42074,58688,49824,633328,936633,622864,704247,548654,601783,433798,370783,598444,721533,666729,710563,875738,845738,930727,609288,821984,752520
"Pos",15221,"[M+H]+",6.161,"LPE P-18:0","EtherLPE",6620769,5230562,3786071,0,12620,4823,0,75,2981,0,0,0,5066,5527,5456,1929,2413,3169,7647083,11108274,6536581,7571776,6218538,5673706,5446903,3574841,5926298,7467374,7463844,8258732,10102967,8836439,10336646,6277903,7788600,7140088
"Pos",15066,"[M+H]+",3.724,"LPE P-18:1","EtherLPE",3417805,2612849,1807108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4157565,6409171,3226542,3966727,3172466,2867229,2849811,1969616,3080907,4780745,4322135,4953284,6568716,6066278,7053098,4274222,5286573,4803554
"Pos",17251,"[M+H]+",8.651,"LPE P-20:0","EtherLPE",6759436,6131555,4824084,292627,173883,192366,110903,148554,155340,28524,5883,14253,6543,4217,0,14684,15564,7307,7192840,7364474,7155221,6343273,6313908,5683947,5721192,3350061,6363934,6005341,6222590,5985719,6140998,5235183,5529571,4005234,4980404,4357407
"Pos",18244,"[M+H]+",9.268,"LPE P-21:0","EtherLPE",315856,265354,228488,0,0,0,0,0,0,0,4579,0,5310,0,5099,0,0,0,335608,316040,309490,307291,274943,261659,236915,161210,296579,251635,260651,273657,280606,269608,271695,172406,252234,193757
"Pos",19252,"[M+H]+",9.849,"LPE P-22:0","EtherLPE",725547,659687,470105,12138,3271,0,0,9399,0,0,0,0,0,0,0,0,0,0,762650,822585,777147,713769,630505,620598,568912,373828,669442,646343,670522,618767,612699,533068,545455,388658,442901,374570
"Pos",31006,"[M+H]+",10.281,"PC 12:0_16:1","PC",3097523,2881916,2042423,403182,213552,210851,422886,521211,579295,445951,114466,169880,93802,260735,600400,210584,253970,88244,3123103,3170936,3032928,2777852,2736595,2710407,2520277,1352480,2943857,2492377,2390979,2710004,2452901,1928657,2276176,1878733,2314487,2095551
"Pos",31191,"[M+H]+",11.163,"PC 14:0_14:0","PC",169054829,145413313,102457371,18810641,18052881,16768026,17301128,23841947,24860866,22283686,10254620,15169688,9329630,11700285,14671116,10427661,9347247,7731758,180280086,167898603,172922676,153278581,152029955,137350883,122017853,58113115,142411102,121535575,115186875,117926687,116800343,93836996,102058128,82436045,107511196,93777566
"Pos",33724,"[M+H]+",12.288,"PC 14:0_16:0","PC",2026916133,1820649933,1439808755,239883162,216988680,212376734,203282623,293621099,312297697,242809103,120851541,178438955,102504869,136713816,163793540,124995794,102802606,92401822,2176506641,2068890676,2073522917,1887479359,1844391017,1760907304,1457769974,860852279,1704937802,1454197646,1460445835,1398674482,1375684827,1200499730,1270538644,1074332146,1323924149,1176333652
"Pos",33553,"[M+H]+",11.287,"PC 14:0_16:1","PC",397104859,351685578,253888058,45339842,29686648,25585943,33446601,40112222,46916144,16390987,5308650,11159732,3775549,2152592,7031530,8194371,4298169,2729674,423875032,402673708,398522487,358450196,362757981,337238612,317569782,159499667,361298953,329738339,330076712,332716876,331693755,268908884,288778753,242846186,309148396,265542353
"Pos",35704,"[M+H]+",10.729,"PC 14:0_18:3","PC",9112442,7510465,5397197,1264454,124210,136030,844677,952311,1129645,12675,4600,192414,64806,126383,156271,58179,63435,37006,1422177,1418324,1380635,1285066,1267678,1266387,1118686,3894558,8221080,1028691,1125878,1197238,1046683,941333,1164525,865290,6486752,5646031
"Pos",38158,"[M+H]+",11.249,"PC 14:0_20:4","PC",10604481,9371916,6660608,1151916,781245,747976,397570,276553,148729,9762,0,21767,5043,0,11381,15895,12547,0,12124322,11682700,11616716,10272677,10401452,9688792,8330585,4323045,10638613,9451492,9372321,8948215,9114321,7261125,8100528,5695067,7894578,7030918
"Pos",37948,"[M+H]+",10.551,"PC 14:0_20:5","PC",3394375,2856927,2362027,294435,38199,35717,74069,20246,13049,0,0,0,4276,0,0,0,3710,0,3931174,3561190,3699686,3207762,3154106,3061300,2883754,1473989,3244399,2963730,2883028,2831397,2940476,2167821,2507370,1853285,2483812,2357539
"Pos",40471,"[M+H]+",10.964,"PC 14:0_22:6","PC",11998591,10660796,7372095,953690,462888,383550,241620,72467,122692,0,0,0,0,0,0,0,3824,0,13951052,12702296,13386989,11733003,11754542,10308067,9396001,4472607,10627862,10573662,10467728,9651029,10396687,7715677,8520324,6391811,8617656,7324705
"Pos",34980,"[M+H]+",12.683,"PC 15:0_16:0 (a)","PC",85455812,73981831,59161049,7509043,6535134,6053723,6232611,8836185,9337268,6467187,3526641,4564357,2857526,3562420,4425802,3230433,2536124,2418813,90635909,87271297,84657812,73032500,78203261,71116965,60913601,31446804,73379022,71240833,72575266,71416590,69659334,54768055,63085028,47122528,64570345,56675181
"Pos",34979,"[M+H]+",12.894,"PC 15:0_16:0 (b)","PC",265329930,230577803,176626566,32425782,29326567,29596275,27201016,38155049,40227109,36073865,19396175,27392735,16964766,22668775,25705038,19969251,15913851,15352025,299018669,283834159,281722163,253873662,247992793,228624326,181681273,105511254,230265942,193228115,199061515,191884477,190272599,156230161,171028796,141033155,175706711,158723378
"Pos",34790,"[M+H]+",11.838,"PC 15:0_16:1","PC",133363855,121038124,87860187,15970107,10444407,9367150,10925538,12660087,15512899,5004250,1675367,3424727,692547,581140,2081603,2544051,1245715,726889,152273352,145694894,137818744,126388625,124682034,116250216,103786659,55327364,124364859,117633106,115014154,114900341,114181354,91130414,100793586,83697604,106870765,92820007
"Pos",36259,"[M+H]+",13.501,"PC 16:0_16:0 (a)","PC",3966240099,3575311091,2920138667,587202401,502191324,488552698,508674400,749816970,798144654,600370898,300251310,451216287,247518365,354184676,396014431,315039154,243454126,221773615,4244648175,4074332314,4010021246,3745934366,3588953737,3435040228,2694071517,1727597256,3086709243,2665250001,2556820999,2586148188,2621567857,2180399452,2326178076,1982079370,2364858224,2247040724
"Pos",36269,"[M+H]+",14.453,"PC 16:0_16:0 (b)","PC",4884221,4770378,3149476,1611781,2128986,969854,750316,1287511,699428,939443,791569,550522,1452991,508210,1739531,692390,519042,358062,2192095,3800489,5470359,2601499,3062358,5775987,3404456,3103569,11307656,6684006,2693848,2595546,2441872,3377445,3094712,2411084,1952154,2084501
"Pos",36063,"[M+H]+",12.382,"PC 16:0_16:1 (a)","PC",9581187436,8603462944,6819060182,1079405086,663301600,552932199,685789460,857469514,1083356834,286262403,90083423,205122284,57791273,32242818,113877164,145324700,66458407,42326332,9962860605,9666950646,9641297003,8878634869,8671868949,8347249282,7367451548,4344547300,8607813846,8196331948,8368206581,8153252155,8222145220,6849490033,7167626011,6352602823,7762790589,6762929605
"Pos",36073,"[M+H]+",13.648,"PC 16:0_16:1 (b)","PC",3319203,5830638,2289607,1254554,544432,913440,634648,567665,1370746,270128,33330,101093,20456,24341,80936,76933,109475,56960,5238851,8198183,5134107,9162124,2254151,4988836,5836602,2971592,3224341,3809936,5656288,5892225,4859234,2551869,2463709,6705817,4798448,3577406
"Neg",38015,"[M+HCOO]-",9.546,"PC 16:0_16:1<OH> (a)","OxPC",68411,17116,46206,15431,9865,39818,489362,684254,926514,1753275,1212031,1408088,956068,495434,1934161,1032545,1533143,905043,63536,56969,34607,67676,42183,19915,9960,13508,50035,50645,8224,55611,45457,38030,25301,55213,55420,74052
"Neg",38013,"[M+HCOO]-",9.972,"PC 16:0_16:1<OH> (b)","OxPC",5940,23080,6198,5073,16451,36161,309251,573879,467916,858556,632849,966955,547187,674612,698434,357166,520393,398273,5161,16389,27732,6528,0,28058,5018,0,5566,17881,15961,22896,30525,20459,26408,37196,20840,40735
"Neg",38014,"[M+HCOO]-",10.188,"PC 16:0_16:1<OH> (c)","OxPC",3493,0,3023,472897,489574,849876,2441941,3529969,3490491,5574573,4170972,6731428,2215549,2440829,4181758,822759,2155874,1534500,15113,3032,10343,8340,11258,28659,19292,14338,8504,232299,226910,278057,379492,294163,374536,743707,910513,728275
"Neg",38016,"[M+HCOO]-",10.532,"PC 16:0_16:1<OH> (d)","OxPC",0,3862,0,72559,63980,85680,334821,436221,376654,766438,642285,889766,315866,442908,604014,241945,352290,309114,0,0,0,5413,3594,0,0,0,5240,12276,8361,18126,4922,6907,5336,11829,17614,20573
"Neg",38012,"[M+HCOO]-",11.055,"PC 16:0_16:1<OH> (e)","OxPC",6562,0,0,4719,5045,6205,197718,343032,285817,519142,588927,682638,386537,656301,543927,320828,463331,467062,11569,0,23987,12220,0,0,158809,0,4838,9611,0,4205,15515,0,12122,19984,10229,25429
"Neg",38011,"[M+HCOO]-",12.406,"PC 16:0_16:1<OH> (f)","OxPC",656267,872250,709507,184146,72383,75447,86362,98420,95586,15562,7374,4824,12579,7721,5029,0,0,4516,839407,890546,932299,832451,662142,863864,720367,367899,660665,733558,647983,850877,918215,905388,1091263,672366,734668,630181
"Neg",38918,"[M+HCOO]-",9.534,"PC 16:0_16:1<OOH>","OxPC",0,0,0,437031,211953,331404,2082780,3545304,3879988,2364744,1015018,2755960,45735,30310,51820,4750,7247,3891,0,4648,3416,7207,0,3775,12417,2475,11582,223627,157217,236149,330040,269117,333483,618282,693772,654788
"Neg",37901,"[M+HCOO]-",9.448,"PC 16:0_16:1<oxo> (a)","OxPC",0,0,0,36102,23965,33804,374609,671209,555554,1003477,814351,1091926,710099,619006,907750,968773,952248,713274,0,0,6142,4579,0,0,0,0,0,5424,4068,12078,10373,12333,12980,59967,51863,40650
"Neg",37903,"[M+HCOO]-",9.578,"PC 16:0_16:1<oxo> (b)","OxPC",0,0,0,115773,80210,149932,891506,1236553,1329337,2391905,1424889,2363292,1207973,801975,1900348,1627327,1922525,1189776,4198,0,0,4579,4090,0,0,0,0,4164,4429,0,7689,5486,9218,24347,20567,24094
"Neg",37902,"[M+HCOO]-",9.785,"PC 16:0_16:1<oxo> (c)","OxPC",0,0,0,45527,19254,45579,517707,727100,721129,1369864,846356,1426814,726000,587331,1179166,937978,1075879,780051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864,4350,4422,0
"Pos",37645,"[M+H]+",13.94,"PC 16:0_17:0 (a)","PC",154197542,134669425,101168772,16590421,13403673,13691175,13580072,19161058,20858815,15224552,8279087,11950916,6606217,8492519,9725275,8588674,6140768,5854194,170102670,160962670,159710611,139683453,136599247,133262573,104487001,58761864,129181444,118558878,122433870,121589495,120832368,99978348,102611346,89073809,107932778,97486706
"Pos",37643,"[M+H]+",14.192,"PC 16:0_17:0 (b)","PC",72371694,61807998,47478016,7919530,8027299,7461971,6888137,10306197,10482680,9318414,3463226,6278523,4298277,6059112,5115781,4507729,4145061,2905764,79914799,75640674,72885320,64592787,67777725,62895995,41581884,26801496,53292395,47236558,49005749,46916545,37941230,36136789,42546669,30003681,44204180,37353183
"Pos",37430,"[M+H]+",12.998,"PC 16:0_17:1","PC",1309981531,1165771253,903199784,136663181,84444512,72336282,84227135,105710585,128591956,40727367,12886611,28919121,8583985,4868796,16400723,21969599,9842496,6481311,1427823316,1392854660,1373692727,1238030669,1221714975,1122404738,953198246,502799437,1174051862,1098647201,1113087063,1106925863,1105642406,892438723,930275003,797660060,1018532189,878868973
"Pos",38958,"[M+H]+",14.895,"PC 16:0_18:0","PC",605469235,511359509,393287620,69998302,62206590,59270937,59345751,88096550,93698155,75019773,41074802,61020280,34611442,51085657,54199681,43609222,32335528,30252583,653465528,642219422,631172230,565509184,536167091,526839430,339679421,213369762,413027777,360066008,366069861,372464345,365090703,293817223,319516043,256808858,333237687,299126489
"Pos",38747,"[M+H]+",13.586,"PC 16:0_18:1 (a)","PC",22707811011,20853855599,16977349450,3489155570,2035668153,1735904902,2192521794,2800409468,3524199665,950450765,280401349,670326637,165234247,101898790,356415398,484767545,195946524,131965876,24093177318,23334188453,23081941247,21753841545,20938041301,20004782715,17621867637,10939241689,20235565844,19657479404,19572328049,19647054693,19562094850,16156344941,17193436777,15141553838,18125433674,16649548657
"Pos",38762,"[M+H]+",14.988,"PC 16:0_18:1 (b)","PC",20499525,8672734,19345252,3071895,1846480,941830,1477064,2100294,3908736,1158202,350657,1250259,215010,70926,328171,498385,518159,156409,19062320,25820027,8165695,14516056,7368984,11955173,5727363,9557311,5550106,23420436,32883233,15014581,35814799,11203926,35374059,9637573,9009649,23955031
"Pos",38759,"[M+H]+",16.525,"PC 16:0_18:1 (c)","PC",1387185,2129312,1466083,329260,371174,248294,502590,158532,363801,187246,42340,114047,28450,5894,55234,44674,58065,20451,1273646,2082881,3038018,2625978,3923265,1813106,1165156,681795,1300704,2301334,658308,2508284,2094651,1184482,2495870,1017769,2295159,1388559
"Pos",38746,"[M+H]+",19.932,"PC 16:0_18:1 (d)","PC",405746,188705,410538,71610,54921,40429,43150,82019,29693,24102,19154,15337,7918,2989,21136,22025,13300,3239,405920,613025,403065,215848,505649,397908,278049,366529,325798,332118,399733,319684,329536,123054,175154,387306,557591,453003
"Neg",39507,"[M+HCOO]-",10.056,"PC 16:0_18:1<OH> (a)","OxPC",161355,150834,153217,62108,38422,34396,458585,755902,849556,1454632,462240,1381098,655616,289901,1348177,860324,1156048,678932,169119,153119,187547,187645,75993,122046,98170,53207,150630,126121,134070,180266,246919,91100,145340,89126,82201,159864
"Neg",39504,"[M+HCOO]-",10.848,"PC 16:0_18:1<OH> (b)","OxPC",486,0,15648,209298,244109,404577,1289207,2468510,2204739,3999884,2906313,4423822,1799662,2069733,3162960,874580,1748662,1539929,6518,4576,0,0,11173,13849,12956,12251,27785,45521,69447,86743,195773,148716,157110,259970,348527,294746
"Neg",39503,"[M+HCOO]-",11.09,"PC 16:0_18:1<OH> (c)","OxPC",0,9949,7213,1048791,1046504,1891392,4611866,7392709,7477663,13103795,8775794,14275051,4645014,5389978,8868343,1215489,3808542,3242335,118199,117184,150629,165833,168278,144100,207849,68830,171189,523468,457788,650757,924677,769582,1001899,1348111,1732290,1681425
"Neg",40332,"[M+HCOO]-",9.999,"PC 16:0_18:1<OOH> (a)","OxPC",0,0,0,173026,79477,132376,685401,963728,1124508,1226424,559458,1130069,51947,55124,92197,11758,10614,4813,0,0,0,12050,5085,4970,6590,3081,8463,101100,84293,113300,167841,126333,175690,331949,443022,334200
"Neg",40333,"[M+HCOO]-",10.247,"PC 16:0_18:1<OOH> (b)","OxPC",8011,0,0,305230,285985,326977,2202028,3458163,3869255,2665201,1208219,2907934,8354,9773,35447,2557,15395,5507,4941,3663,7406,8837,4837,16856,19493,6911,22706,160313,183985,236684,352403,344715,285322,557288,852247,550228
"Neg",40331,"[M+HCOO]-",10.373,"PC 16:0_18:1<OOH> (c)","OxPC",3559,7118,0,718532,429266,574227,3041712,4335259,5167242,2824329,1197018,3527572,7831,8079,83704,3646,7753,9087,0,3663,7406,33745,13030,8868,36975,22079,26573,268906,247823,357085,510135,341769,454875,865350,998122,1031908
"Neg",39403,"[M+HCOO]-",10.09,"PC 16:0_18:1<oxo> (a)","OxPC",15808,3625,10193,90605,71403,99735,755509,943429,1206747,2019614,1259412,2072335,1102914,898957,1641498,1259062,1241652,804104,13467,22615,3324,11802,17969,13272,6203,5378,3562,76272,52575,70720,102685,96501,110078,209521,191196,172464
"Neg",39402,"[M+HCOO]-",10.237,"PC 16:0_18:1<oxo> (b)","OxPC",12840,4917,3014,306153,225458,317644,1352046,2015852,1952687,3616471,2202572,4219712,1682814,1190005,3195973,2504236,2613015,1873304,15289,4244,6930,16314,21349,25893,58516,17674,55508,225008,227309,287488,534003,389481,419468,778152,1002484,812390
"Neg",39405,"[M+HCOO]-",10.424,"PC 16:0_18:1<oxo> (c)","OxPC",30295,9781,14638,445108,323926,540358,1924756,3409000,3961236,5180143,3561220,6687512,3025543,2214726,5286956,3611957,4412916,2824155,21781,7040,9425,32520,24296,21122,16004,6036,41425,62855,79090,87725,166789,156752,204130,230046,209454,228276
"Neg",39401,"[M+HCOO]-",10.657,"PC 16:0_18:1<oxo> (d)","OxPC",4732,0,0,131922,102852,123370,1196926,1731762,2038378,3549679,2042396,3475621,1757252,1199280,3078417,2367403,2443345,1570469,0,0,0,0,0,0,0,0,4637,3853,11867,4856,36447,27765,17755,17675,25298,122444
"Neg",39407,"[M+HCOO]-",10.959,"PC 16:0_18:1<oxo> (e)","OxPC",0,0,0,90871,42257,102416,404014,692135,695629,916112,519682,972230,293297,180618,508233,225889,322190,228579,0,0,0,0,5924,0,0,0,0,3839,0,0,10653,0,0,0,8449,0
"Pos",38338,"[M+H]+",12.07,"PC 16:0_18:3","PC",33917016,29255617,21087862,3174759,2148937,2129981,1487224,710607,1682374,408055,803682,340061,884892,372806,368846,645498,655302,341494,35431350,36190050,37800015,28666642,27602839,29465778,25197095,13062549,29918689,29903478,29873355,30594503,29995666,24510029,26478815,21211465,26991572,22922430
"Neg",40104,"[M+HCOO]-",9.214,"PC 16:0_18:3<2OH>","OxPC",0,0,0,4792,4125,4340,233872,354240,319028,598414,380120,668217,302728,238399,422256,365362,339717,226884,0,0,0,0,0,0,0,0,0,0,4108,10405,0,0,9240,26041,21728,13927
"Pos",40098,"[M+H]+",14.278,"PC 16:0_19:1","PC",558423095,482876056,352621879,54454261,32476702,29520012,34679569,44672813,55223718,17990703,5785701,15436251,3452303,2451225,8417014,9235903,3991226,2931708,605989100,570077371,560067055,503626330,617812704,480540184,371147489,201642449,473558673,445251531,449832183,440916813,449989795,345369532,372167029,301601492,502413363,372172887
"Pos",41726,"[M+H]+",16.427,"PC 16:0_20:0","PC",16264837,13972525,10643986,2227511,1198543,1031430,1776066,2825488,2810466,2313854,770260,959037,917368,1586208,823761,1406169,365183,818345,17999592,17738848,17054515,15623168,15109944,14024441,9111057,6102457,10935260,10325501,10227943,10454523,10444252,8711557,9090555,7132671,9542542,8459439
"Pos",40862,"[M+H]+",12.148,"PC 16:0_20:4 (a)","PC",23211154,19348387,14710931,4852005,3160349,2543024,1738867,1313087,1526080,121752,18400,30977,11899,34313,50424,113626,55279,30959,50957806,54315356,62302151,19052640,43902824,19266722,15017381,8030586,51285118,17653786,17844137,48538609,17979953,31713244,15707618,11863451,16013585,28783289
"Pos",40860,"[M+H]+",12.333,"PC 16:0_20:4 (b)","PC",525989800,479731021,364488155,43968381,28848613,25738614,11913466,9456805,9398408,23906,6653,17287,20960,21161,22060,53423,10753,16625,524948087,495741504,493986205,496784522,442876789,467467092,398501881,227082853,427247190,475163177,477369633,408262818,446650456,337457042,401461509,308564816,405107152,332108884
"Pos",40654,"[M+H]+",11.55,"PC 16:0_20:5 (a)","PC",143162096,129364674,94529118,15515585,9159644,7981605,4334376,2872354,2628036,0,3160,0,5102,31655,14954,12394,38907,3237,166617016,157007973,157255042,136391735,134877788,127468541,109729708,58744869,142146147,131681808,132429586,123022621,127066698,97883934,110679286,78619027,109531219,95172075
"Pos",40648,"[M+H]+",12.502,"PC 16:0_20:5 (b)","PC",310931237,296187045,300834449,106092575,58026677,46306180,65686163,74829165,96236305,14216333,4511102,9838269,2272287,583655,4622055,7534127,2928659,1675749,308255514,292599646,280575162,286840288,297871055,287452856,293398657,246730009,277471501,275404748,263944927,263726581,266995333,254665901,245210378,192561841,274279538,266385462
"Pos",43703,"[M+H]+",13.184,"PC 16:0_22:4","PC",42775246,52377039,57572859,8701758,5823038,4700043,3157572,1386477,2855453,4619,0,3253,3936,16331,4081,9882,13328,0,69582801,54160705,21885235,22356839,81073077,85824119,33244448,10178150,80282009,13693555,31818101,20838486,20500148,16600062,42743331,14341196,74569709,39465069
"Pos",43519,"[M+H]+",12.368,"PC 16:0_22:5","PC",693519917,630082414,493478211,76225314,39544932,32927782,21028089,16387360,16167365,0,0,0,0,0,0,14816,6835,0,775659964,716105345,726826769,668458996,651369354,624439427,519568167,302947388,616128223,606355460,628133785,584297296,583108398,491221951,518554693,414647745,535598397,477408042
"Pos",43329,"[M+H]+",11.967,"PC 16:0_22:6 (a)","PC",271642147,241166324,174045611,24763043,16949539,14309397,6289588,4146012,3588743,0,4130,0,0,6386,0,0,0,0,315963998,295741616,288832455,261037418,255215903,237975420,194073982,103218361,246803002,233817421,229545166,219882581,217697421,173962189,186418729,135279743,187395418,161266258
"Pos",43325,"[M+H]+",12.717,"PC 16:0_22:6 (b)","PC",77770511,118041871,109382187,24881377,7720995,7385779,7249114,6805095,9587601,86441,35257,90890,3443,0,19352,51834,7808,6455,67899519,73541832,67072697,66896896,63902499,61423377,110129371,49923237,58595236,57280405,60450247,44452847,53939831,51769551,54657886,54595796,62070984,100999253
"Pos",46951,"[M+H]+",18.074,"PC 16:0_24:1 (a)","PC",16188090,14202124,10581070,745322,428125,316716,416922,749963,1136808,270781,99937,270642,15320,19916,83051,205533,20036,15927,16955593,1755460,6230161,1650579,5713219,1505641,2681506,645752,1072227,1082613,5787187,1110708,7771646,4171153,3591071,3046470,3258660,3895650
"Pos",46953,"[M+H]+",18.147,"PC 16:0_24:1 (b)","PC",16318157,14151183,10700788,367272,435766,339620,783480,749963,1136808,223578,40065,174787,13739,24956,77375,87651,55237,41951,17191902,17286239,6610623,15273357,5713219,7770609,2681506,3830119,10839030,5277673,5787187,11598569,7771646,4171153,3591071,3404662,4392105,9065694
"Neg",30770,"[M-H]-",4.455,"PC 16:0_9:0<COOH> (a)","OxPC",0,0,0,0,0,34477,708287,2452170,149707,4181925,239279,1221797,664926,6869334,6679294,3136649,2079107,3039240,3002,0,0,0,0,0,1922,3318,0,0,0,0,2946,0,0,0,1764,0
"Neg",30767,"[M-H]-",11.376,"PC 16:0_9:0<COOH> (b)","OxPC",4746,0,0,15300,2876,60565,260892,362845,312291,316916,404223,414963,82451,220925,161627,0,3651,0,0,0,5870,0,0,0,0,0,0,0,0,9420,0,0,0,0,0,0
"Neg",32409,"[M+HCOO]-",6.195,"PC 16:0_9:0<oxo> (a)","OxPC",54004,55695,57548,221539,259740,260656,139706,249735,127614,230581,179127,114774,231358,238509,313336,178485,124091,169505,64639,65090,28150,46006,30373,37412,46930,66162,87908,49422,43917,26525,30652,21623,54336,30211,43083,37126
"Neg",32408,"[M+HCOO]-",6.392,"PC 16:0_9:0<oxo> (b)","OxPC",64310,93358,122342,491990,237360,573853,396310,492553,300556,564290,323737,340272,479472,390735,539502,246050,243849,341451,98643,84184,57192,74381,57400,28116,67880,170594,164725,79479,101891,67927,95260,52820,74346,85290,105825,91862
"Pos",35869,"[M+H]+",11.392,"PC 16:1_16:1 (a)","PC",439369550,398752390,285806559,49665037,26093644,21040241,31298923,35811127,43772999,8768810,2843617,5889219,1522842,493240,2902102,4772718,1973314,1087273,466539663,445234699,438474841,393138472,394627519,370722499,347003930,180762521,410042669,369133259,368226905,374687537,379335813,303522881,325612021,278711267,346108775,297516907
"Pos",35871,"[M+H]+",12.002,"PC 16:1_16:1 (b)","PC",33883878,31266085,21778150,3503479,2556841,2224003,1854112,1884564,2415327,417511,61729,267230,15092,2884,123581,155495,24983,16797,38905750,36653673,36634142,32356926,31712651,30729455,27308812,13970896,32152593,30555821,29145634,27843452,29850840,24098783,26079143,19390843,27880006,22356639
"Pos",37228,"[M+H]+",11.948,"PC 16:1_17:1","PC",127535262,114320148,77923348,13160076,7331286,6134381,8026723,9014708,10996014,1960651,640977,1282803,279525,130782,639009,1039598,434104,192194,141792880,130817354,132705196,112651567,114971564,101203583,92343884,45228153,112418977,103164957,100130252,106338947,102129895,86344070,89252276,75371613,101249476,80954931
"Pos",38535,"[M+H]+",12.485,"PC 16:1_18:1 (a)","PC",6840567202,5984713500,4684624644,662579906,347331551,278235688,384936490,459271908,575743699,87101977,28335101,60897728,14000066,6152960,28290736,48414497,17651486,10306342,7037966897,6834322098,6845340356,6174399562,6100323669,5776708734,5076614227,2869574455,6113207265,5713474212,5850471639,5899358960,5816485982,4723511016,5078875426,4386929699,5496313040,4728256458
"Pos",38544,"[M+H]+",13.486,"PC 16:1_18:1 (b)","PC",24628990,25900483,22110853,7059569,4192177,1107378,4301347,6682173,8410368,0,0,0,0,0,0,0,0,0,21844887,23206398,30793712,26738890,24948632,26879786,23339856,21090577,24858577,28938493,22271932,24161100,21931405,21727521,19904037,21875430,21249884,17668042
"Neg",40207,"[M+HCOO]-",9.57,"PC 16:1_18:1<OOH> (a)","OxPC",8625,3327,0,59537,11515,34747,897890,1045089,1367839,750277,568776,945083,229173,195160,346075,217170,312938,144057,4908,4360,3861,19859,29011,11142,16114,9342,35297,110654,68475,99992,95535,89357,109782,204637,243828,191035
"Neg",40215,"[M+HCOO]-",9.752,"PC 16:1_18:1<OOH> (b)","OxPC",3624,5292,0,186355,71368,134409,646694,1019016,976771,752364,534952,835792,287133,320236,514272,242637,450229,237828,0,4120,8745,4159,10983,0,17318,3486,13008,146260,159049,230019,157230,172817,222940,421466,583878,453360
"Pos",38337,"[M+H]+",11.606,"PC 16:1_18:2 (a)","PC",60514724,53018721,38412365,6539828,1529309,2310014,2491519,3105817,4893479,97875,377003,75767,39496,66988,94613,534829,339747,344442,52503832,25596420,25696339,22533891,47750049,42059403,42096928,18435446,50006609,42638180,40675835,46059375,48994830,31206917,41381828,30144820,19385813,35443155
"Pos",38339,"[M+H]+",11.733,"PC 16:1_18:2 (b)","PC",135566521,125521875,92361290,16055657,13736032,8827823,8044809,10205800,8831949,835480,393261,593311,339253,452059,531341,534829,339747,344442,172897014,209664035,202713849,178802364,135298904,126368165,106324864,59933873,136002223,122270039,129990257,115796653,118527255,99301049,101065615,88529442,148734344,96676140
"Pos",38334,"[M+H]+",13.457,"PC 16:1_18:2 (c)","PC",137668530,137540851,140575435,76036911,76124057,77596937,76591333,107112898,106488249,102749879,53914182,79280789,44975379,63384298,72129602,54552807,43243417,39487956,140535893,137365088,133496270,139845089,137519735,133490067,128684130,122251220,124329513,112406976,105522957,105667358,112830222,106428762,109217272,100514349,104151899,104837183
"Pos",38159,"[M+H]+",10.821,"PC 16:1_18:3","PC",7948898,7096316,5355651,1013904,954493,566003,513448,587090,636321,57815,28820,35877,23937,23441,87040,30583,27364,24208,7714808,8046716,7808765,7370551,7056013,6608524,6335675,3298314,7099499,6343280,6395974,6812662,6416786,5304810,6062320,4839497,5597996,5260672
"Pos",40653,"[M+H]+",11.336,"PC 16:1_20:4","PC",25846071,22227888,16032385,2378233,1086172,934525,683122,443160,347704,4465,4149,5879,5068,28203,7649,18454,1539,19434,28249275,25552187,27306164,24860508,25412561,22749951,19994137,9415086,24668643,21758637,21664316,22186425,21340151,16735434,19014122,14076291,20097230,16565685
"Pos",40470,"[M+H]+",10.653,"PC 16:1_20:5","PC",7320131,6593024,4927054,805551,376883,285873,179788,71616,63237,0,0,0,0,0,0,0,0,0,8078045,7607314,7427737,6710777,6757673,6512895,5949723,3013020,6667866,6482841,5995517,6095021,5959968,4801691,5343219,4027687,4980412,4362360
